Product_ID,Sale_Date,Month,Year,Year_Month,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Total_Cost,Unit_Price,Discount,Discount_Value,Discount_Range,Unit_Profit,Profit,Margin_Profit,Customer_Type,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1097,20/09/2023,9,2023,23/09,David,North,"63,896.54",45,Clothing,272.56,"12,265.20","1,868.32",0.24,"20,177.86",21-30%,"1,595.76","51,631.34",0.81,Returning,Cash,Retail,North-David
1008,05/12/2023,12,2023,23/12,Charlie,East,"9,504.48",27,Electronics,68.99,"1,862.73",429.29,0.18,"2,086.35",11-20%,360.30,"7,641.75",0.80,Returning,Credit Card,Retail,East-Charlie
1023,30/09/2023,9,2023,23/09,Charlie,North,"12,438.29",8,Furniture,311.21,"2,489.68","1,829.16",0.15,"2,194.99",11-20%,"1,517.95","9,948.61",0.80,Returning,Cash,Online,North-Charlie
1086,20/10/2023,10,2023,23/10,David,South,"13,239.81",32,Furniture,84.86,"2,715.52",517.18,0.2,"3,309.95",11-20%,432.32,"10,524.29",0.79,Returning,Credit Card,Retail,South-David
1078,01/01/2024,1,2024,24/01,David,East,"12,830.25",42,Food,63.41,"2,663.22",314.93,0.03,396.81,0-10%,251.52,"10,167.03",0.79,Returning,Cash,Retail,East-David
1062,02/04/2023,4,2023,23/04,Bob,East,"13,089.12",10,Clothing,272.31,"2,723.10","1,636.14",0.2,"3,272.28",11-20%,"1,363.83","10,366.02",0.79,New,Bank Transfer,Online,East-Bob
1008,13/10/2023,10,2023,23/10,Eve,West,"32,979.97",24,Electronics,289.67,"6,952.08","1,739.45",0.21,"8,766.83",21-30%,"1,449.78","26,027.89",0.79,Returning,Bank Transfer,Retail,West-Eve
1024,25/08/2023,8,2023,23/08,David,South,"64,484.60",42,Electronics,333.45,"14,004.90","2,047.13",0.25,"21,494.87",21-30%,"1,713.68","50,479.70",0.78,New,Cash,Retail,South-David
1056,28/02/2023,2,2023,23/02,Eve,North,"50,036.94",37,Electronics,302.84,"11,205.08","1,609.94",0.16,"9,530.84",11-20%,"1,307.10","38,831.86",0.78,Returning,Credit Card,Online,North-Eve
1056,27/12/2023,12,2023,23/12,Bob,East,"6,325.44",4,Food,360.25,"1,441.00","1,647.25",0.04,263.56,0-10%,"1,287.00","4,884.44",0.77,Returning,Credit Card,Retail,East-Bob
1047,21/04/2023,4,2023,23/04,Eve,West,"24,668.91",17,Furniture,338.77,"5,759.09","2,043.82",0.29,"10,076.03",21-30%,"1,705.05","18,909.82",0.77,New,Cash,Retail,West-Eve
1075,12/08/2023,8,2023,23/08,David,East,"20,898.56",14,Furniture,360.36,"5,045.04","1,964.15",0.24,"6,599.54",21-30%,"1,603.79","15,853.52",0.76,Returning,Bank Transfer,Retail,East-David
1041,25/08/2023,8,2023,23/08,Bob,South,"45,190.63",31,Food,351.95,"10,910.45","1,756.34",0.17,"9,255.91",11-20%,"1,404.39","34,280.18",0.76,Returning,Cash,Retail,South-Bob
1025,15/02/2023,2,2023,23/02,David,South,"61,331.04",45,Clothing,335.47,"15,096.15","1,703.64",0.2,"15,332.76",11-20%,"1,368.17","46,234.89",0.75,New,Bank Transfer,Retail,South-David
1033,09/11/2023,11,2023,23/11,David,East,"8,910.00",6,Clothing,368.50,"2,211.00","1,687.50",0.12,"1,215.00",11-20%,"1,319.00","6,699.00",0.75,Returning,Credit Card,Online,East-David
1048,25/01/2023,1,2023,23/01,Eve,South,"11,346.12",7,Electronics,402.86,"2,820.02","2,001.08",0.19,"2,661.44",11-20%,"1,598.22","8,526.10",0.75,New,Bank Transfer,Online,South-Eve
1056,07/05/2023,5,2023,23/05,David,East,"35,310.02",28,Clothing,313.46,"8,776.88","1,576.34",0.2,"8,827.50",11-20%,"1,262.88","26,533.14",0.75,Returning,Bank Transfer,Online,East-David
1002,19/06/2023,6,2023,23/06,Eve,West,"8,508.25",18,Food,117.63,"2,117.34",576.44,0.18,"1,867.67",11-20%,458.81,"6,390.91",0.75,New,Credit Card,Retail,West-Eve
1075,05/11/2023,11,2023,23/11,Bob,East,"61,374.74",37,Food,422.94,"15,648.78","1,906.64",0.13,"9,170.94",11-20%,"1,483.70","45,725.96",0.75,New,Bank Transfer,Online,East-Bob
1019,01/09/2023,9,2023,23/09,David,West,"6,078.13",16,Clothing,97.24,"1,555.84",487.03,0.22,"1,714.35",21-30%,389.79,"4,522.29",0.74,New,Bank Transfer,Retail,West-David
1019,17/07/2023,7,2023,23/07,David,South,"19,769.30",14,Clothing,361.62,"5,062.68","1,882.79",0.25,"6,589.77",21-30%,"1,521.17","14,706.62",0.74,New,Credit Card,Retail,South-David
1024,10/08/2023,8,2023,23/08,Eve,South,"33,671.59",30,Food,291.39,"8,741.70","1,558.87",0.28,"13,094.51",21-30%,"1,267.48","24,929.89",0.74,Returning,Credit Card,Online,South-Eve
1013,20/10/2023,10,2023,23/10,David,East,"69,921.27",46,Electronics,396.23,"18,226.58","1,670.36",0.09,"6,915.29",0-10%,"1,274.13","51,694.69",0.74,Returning,Credit Card,Retail,East-David
1050,17/05/2023,5,2023,23/05,Bob,North,"18,992.23",45,Furniture,112.35,"5,055.75",586.18,0.28,"7,385.87",21-30%,473.83,"13,936.48",0.73,Returning,Credit Card,Retail,North-Bob
1064,27/04/2023,4,2023,23/04,Bob,North,"19,146.16",13,Clothing,392.94,"5,108.22","2,045.53",0.28,"7,445.73",21-30%,"1,652.59","14,037.94",0.73,Returning,Cash,Retail,North-Bob
1027,01/07/2023,7,2023,23/07,Eve,North,"19,761.47",15,Clothing,362.69,"5,440.35","1,710.95",0.23,"5,902.78",21-30%,"1,348.26","14,321.12",0.72,New,Credit Card,Retail,North-Eve
1090,14/11/2023,11,2023,23/11,Bob,East,216.41,1,Clothing,60.28,60.28,260.73,0.17,44.32,11-20%,200.45,156.13,0.72,Returning,Cash,Online,East-Bob
1096,02/02/2023,2,2023,23/02,Alice,East,"52,391.43",31,Electronics,471.67,"14,621.77","2,036.20",0.17,"10,730.77",11-20%,"1,564.53","37,769.66",0.72,New,Cash,Online,East-Alice
1077,30/08/2023,8,2023,23/08,Alice,West,"5,372.59",25,Electronics,61.50,"1,537.50",258.92,0.17,"1,100.41",11-20%,197.42,"3,835.09",0.71,New,Credit Card,Online,West-Alice
1006,18/09/2023,9,2023,23/09,David,West,"57,977.43",45,Furniture,371.06,"16,697.70","1,814.63",0.29,"23,680.92",21-30%,"1,443.57","41,279.73",0.71,New,Bank Transfer,Retail,West-David
1086,02/06/2023,6,2023,23/06,Bob,East,"3,560.30",3,Electronics,342.78,"1,028.34","1,625.71",0.27,"1,316.83",21-30%,"1,282.93","2,531.96",0.71,New,Cash,Online,East-Bob
1082,05/06/2023,6,2023,23/06,Charlie,East,"24,190.32",15,Clothing,466.90,"7,003.50","1,832.60",0.12,"3,298.68",11-20%,"1,365.70","17,186.82",0.71,Returning,Credit Card,Online,East-Charlie
1027,08/02/2023,2,2023,23/02,Alice,West,"34,201.86",20,Electronics,495.54,"9,910.80","2,220.90",0.23,"10,216.14",21-30%,"1,725.36","24,291.06",0.71,New,Credit Card,Retail,West-Alice
1040,30/05/2023,5,2023,23/05,Alice,South,"64,991.61",47,Clothing,404.25,"18,999.75","1,750.38",0.21,"17,276.25",21-30%,"1,346.13","45,991.86",0.71,New,Credit Card,Online,South-Alice
1093,09/06/2023,6,2023,23/06,Bob,South,"11,140.37",38,Food,86.59,"3,290.42",390.89,0.25,"3,713.46",21-30%,304.30,"7,849.95",0.70,Returning,Credit Card,Online,South-Bob
1075,15/06/2023,6,2023,23/06,Eve,North,"43,272.19",26,Furniture,496.77,"12,916.02","1,935.25",0.14,"7,044.31",11-20%,"1,438.48","30,356.17",0.70,New,Credit Card,Online,North-Eve
1050,13/11/2023,11,2023,23/11,Alice,North,"42,615.08",28,Food,459.06,"12,853.68","1,951.24",0.22,"12,019.64",21-30%,"1,492.18","29,761.40",0.70,New,Cash,Online,North-Alice
1020,09/02/2023,2,2023,23/02,Charlie,East,"17,641.25",29,Electronics,184.05,"5,337.45",675.91,0.1,"1,960.14",0-10%,491.86,"12,303.80",0.70,Returning,Cash,Retail,East-Charlie
1053,16/10/2023,10,2023,23/10,Bob,North,"19,193.90",48,Furniture,121.19,"5,817.12",487.65,0.18,"4,213.30",11-20%,366.46,"13,376.78",0.70,New,Cash,Retail,North-Bob
1061,18/04/2023,4,2023,23/04,Eve,North,"22,021.96",47,Electronics,146.27,"6,874.69",498.46,0.06,"1,405.66",0-10%,352.19,"15,147.27",0.69,New,Cash,Retail,North-Eve
1008,21/05/2023,5,2023,23/05,David,East,"54,214.04",37,Furniture,459.86,"17,014.82","1,980.06",0.26,"19,048.18",21-30%,"1,520.20","37,199.22",0.69,New,Cash,Online,East-David
1076,14/10/2023,10,2023,23/10,Charlie,South,"34,686.26",23,Food,475.21,"10,929.83","1,984.34",0.24,"10,953.56",21-30%,"1,509.13","23,756.43",0.68,Returning,Bank Transfer,Online,South-Charlie
1059,18/10/2023,10,2023,23/10,Alice,North,"19,821.46",28,Electronics,224.32,"6,280.96",715.06,0.01,200.22,0-10%,490.74,"13,540.50",0.68,Returning,Credit Card,Online,North-Alice
1022,29/12/2023,12,2023,23/12,David,North,"18,191.96",10,Furniture,578.04,"5,780.40","2,044.04",0.11,"2,248.44",11-20%,"1,466.00","12,411.56",0.68,New,Cash,Online,North-David
1060,23/10/2023,10,2023,23/10,Bob,West,"71,563.56",46,Clothing,494.48,"22,746.08","1,830.27",0.15,"12,628.86",11-20%,"1,335.79","48,817.48",0.68,New,Bank Transfer,Retail,West-Bob
1053,25/03/2023,3,2023,23/03,Bob,East,"1,415.58",1,Clothing,450.25,450.25,"1,862.61",0.24,447.03,21-30%,"1,412.36",965.33,0.68,Returning,Cash,Retail,East-Bob
1026,06/02/2023,2,2023,23/02,Bob,West,"7,299.75",34,Electronics,68.33,"2,323.22",219.08,0.02,148.97,0-10%,150.75,"4,976.53",0.68,New,Credit Card,Online,West-Bob
1069,07/01/2023,1,2023,23/01,Alice,East,"9,684.90",6,Food,516.03,"3,096.18","2,152.20",0.25,"3,228.30",21-30%,"1,636.17","6,588.72",0.68,New,Bank Transfer,Retail,East-Alice
1002,04/01/2023,1,2023,23/01,Bob,East,"25,058.10",17,Furniture,474.55,"8,067.35","1,865.83",0.21,"6,661.01",21-30%,"1,391.28","16,990.75",0.68,New,Cash,Online,East-Bob
1001,05/08/2023,8,2023,23/08,Bob,North,"6,586.69",4,Food,539.26,"2,157.04","1,871.22",0.12,898.19,11-20%,"1,331.96","4,429.65",0.67,Returning,Bank Transfer,Online,North-Bob
1090,03/06/2023,6,2023,23/06,David,South,"12,200.67",47,Furniture,85.35,"4,011.45",360.54,0.28,"4,744.71",21-30%,275.19,"8,189.22",0.67,New,Cash,Online,South-David
1078,04/04/2023,4,2023,23/04,David,East,"86,272.09",49,Furniture,581.38,"28,487.62","2,147.14",0.18,"18,937.77",11-20%,"1,565.76","57,784.47",0.67,Returning,Credit Card,Retail,East-David
1003,17/07/2023,7,2023,23/07,Eve,West,"21,608.66",15,Electronics,476.57,"7,148.55","1,870.88",0.23,"6,454.54",21-30%,"1,394.31","14,460.11",0.67,Returning,Cash,Online,West-Eve
1080,18/01/2023,1,2023,23/01,Charlie,East,"66,338.94",44,Electronics,511.10,"22,488.40","1,983.82",0.24,"20,949.14",21-30%,"1,472.72","43,850.54",0.66,New,Credit Card,Online,East-Charlie
1067,07/09/2023,9,2023,23/09,Bob,North,"54,262.57",37,Clothing,501.75,"18,564.75","1,856.40",0.21,"14,424.23",21-30%,"1,354.65","35,697.82",0.66,New,Bank Transfer,Retail,North-Bob
1097,26/03/2023,3,2023,23/03,David,East,"13,072.33",7,Clothing,643.78,"4,506.46","2,394.20",0.22,"3,687.07",21-30%,"1,750.42","8,565.87",0.66,New,Bank Transfer,Online,East-David
1005,24/09/2023,9,2023,23/09,Eve,South,"2,083.48",6,Food,122.50,735.00,385.83,0.1,231.50,0-10%,263.33,"1,348.48",0.65,Returning,Cash,Retail,South-Eve
1076,21/09/2023,9,2023,23/09,Bob,North,"36,974.46",26,Electronics,509.43,"13,245.18","2,002.95",0.29,"15,102.24",21-30%,"1,493.52","23,729.28",0.64,Returning,Credit Card,Retail,North-Bob
1023,23/10/2023,10,2023,23/10,David,South,"11,919.93",42,Food,102.46,"4,303.32",350.38,0.19,"2,796.03",11-20%,247.92,"7,616.61",0.64,Returning,Credit Card,Retail,South-David
1027,15/01/2023,1,2023,23/01,Bob,West,"10,680.70",26,Food,149.11,"3,876.86",477.67,0.14,"1,738.72",11-20%,328.56,"6,803.84",0.64,Returning,Cash,Retail,West-Bob
1016,09/11/2023,11,2023,23/11,Charlie,South,"5,775.54",24,Furniture,88.44,"2,122.56",338.94,0.29,"2,359.02",21-30%,250.50,"3,652.98",0.63,New,Cash,Online,South-Charlie
1034,10/05/2023,5,2023,23/05,Eve,East,"34,391.69",19,Clothing,669.64,"12,723.16","2,180.83",0.17,"7,044.08",11-20%,"1,511.19","21,668.53",0.63,Returning,Credit Card,Retail,East-Eve
1097,16/03/2023,3,2023,23/03,David,South,"66,292.30",35,Food,705.92,"24,707.20","2,254.84",0.16,"12,627.10",11-20%,"1,548.92","41,585.10",0.63,New,Credit Card,Online,South-David
1073,18/12/2023,12,2023,23/12,Eve,West,"16,762.75",40,Food,157.15,"6,286.00",436.53,0.04,698.45,0-10%,279.38,"10,476.75",0.63,New,Cash,Retail,West-Eve
1020,19/03/2023,3,2023,23/03,Eve,West,"26,790.74",19,Food,530.91,"10,087.29","1,931.56",0.27,"9,908.90",21-30%,"1,400.65","16,703.45",0.62,Returning,Bank Transfer,Retail,West-Eve
1046,24/09/2023,9,2023,23/09,Charlie,West,"62,071.23",41,Clothing,572.80,"23,484.80","2,073.88",0.27,"22,957.85",21-30%,"1,501.08","38,586.43",0.62,Returning,Cash,Retail,West-Charlie
1052,17/04/2023,4,2023,23/04,Alice,South,"3,596.49",2,Food,682.84,"1,365.68","2,305.44",0.22,"1,014.39",21-30%,"1,622.60","2,230.81",0.62,Returning,Credit Card,Online,South-Alice
1058,31/12/2023,12,2023,23/12,Alice,West,"76,114.90",44,Clothing,657.90,"28,947.60","2,217.80",0.22,"21,468.30",21-30%,"1,559.90","47,167.30",0.62,New,Bank Transfer,Online,West-Alice
1096,01/12/2023,12,2023,23/12,Bob,East,"38,850.20",20,Furniture,742.33,"14,846.60","2,066.50",0.06,"2,479.80",0-10%,"1,324.17","24,003.60",0.62,Returning,Bank Transfer,Online,East-Bob
1025,19/09/2023,9,2023,23/09,Alice,East,"50,974.41",26,Electronics,754.75,"19,623.50","2,202.87",0.11,"6,300.21",11-20%,"1,448.12","31,350.91",0.62,Returning,Cash,Online,East-Alice
1053,21/12/2023,12,2023,23/12,Bob,North,"89,764.80",44,Furniture,792.43,"34,866.92","2,217.51",0.08,"7,805.64",0-10%,"1,425.08","54,897.88",0.61,Returning,Credit Card,Online,North-Bob
1065,27/01/2023,1,2023,23/01,Bob,South,"23,957.45",12,Electronics,783.11,"9,397.32","2,079.64",0.04,998.23,0-10%,"1,296.53","14,560.13",0.61,Returning,Cash,Online,South-Bob
1045,06/06/2023,6,2023,23/06,Bob,South,"11,985.60",15,Electronics,316.22,"4,743.30",799.04,0,0.00,0-10%,482.82,"7,242.30",0.60,New,Bank Transfer,Online,South-Bob
1034,01/03/2023,3,2023,23/03,Charlie,West,"85,677.00",45,Food,760.55,"34,224.75","2,321.87",0.18,"18,807.15",11-20%,"1,561.32","51,452.25",0.60,New,Bank Transfer,Retail,West-Charlie
1024,17/03/2023,3,2023,23/03,Eve,South,"87,138.47",46,Electronics,763.92,"35,140.32","2,338.66",0.19,"20,439.89",11-20%,"1,574.74","51,998.15",0.60,Returning,Bank Transfer,Retail,South-Eve
1028,31/08/2023,8,2023,23/08,Eve,North,"55,557.84",28,Furniture,802.71,"22,475.88","2,449.64",0.19,"13,032.08",11-20%,"1,646.93","33,081.96",0.60,New,Credit Card,Online,North-Eve
1048,30/07/2023,7,2023,23/07,Alice,North,"10,253.87",6,Furniture,692.70,"4,156.20","2,309.43",0.26,"3,602.71",21-30%,"1,616.73","6,097.67",0.59,New,Credit Card,Online,North-Alice
1065,07/01/2023,1,2023,23/01,Eve,North,"11,303.39",6,Clothing,767.33,"4,603.98","2,116.74",0.11,"1,397.05",11-20%,"1,349.41","6,699.41",0.59,New,Credit Card,Online,North-Eve
1076,17/01/2023,1,2023,23/01,Charlie,South,"27,949.19",16,Clothing,711.58,"11,385.28","2,211.17",0.21,"7,429.53",21-30%,"1,499.59","16,563.91",0.59,Returning,Bank Transfer,Online,South-Charlie
1099,13/10/2023,10,2023,23/10,Charlie,North,"25,568.85",14,Food,744.07,"10,416.98","2,341.47",0.22,"7,211.73",21-30%,"1,597.40","15,151.87",0.59,Returning,Credit Card,Online,North-Charlie
1054,24/02/2023,2,2023,23/02,Alice,North,"91,289.01",43,Food,872.15,"37,502.45","2,188.66",0.03,"2,823.37",0-10%,"1,316.51","53,786.56",0.59,Returning,Credit Card,Retail,North-Alice
1067,09/01/2023,1,2023,23/01,Charlie,North,"24,587.37",48,Electronics,210.63,"10,110.24",533.58,0.04,"1,024.47",0-10%,322.95,"14,477.13",0.59,New,Bank Transfer,Online,North-Charlie
1093,14/08/2023,8,2023,23/08,David,West,"3,414.60",6,Food,235.12,"1,410.72",677.50,0.16,650.40,11-20%,442.38,"2,003.88",0.59,Returning,Credit Card,Online,West-David
1094,10/01/2023,1,2023,23/01,Eve,North,"41,145.59",25,Electronics,680.82,"17,020.50","1,982.92",0.17,"8,427.41",11-20%,"1,302.10","24,125.09",0.59,New,Bank Transfer,Online,North-Eve
1005,30/03/2023,3,2023,23/03,Alice,East,"9,243.99",12,Electronics,319.83,"3,837.96",802.43,0.04,385.17,0-10%,482.60,"5,406.03",0.58,New,Credit Card,Retail,East-Alice
1045,11/12/2023,12,2023,23/12,Alice,West,"12,678.70",22,Clothing,241.85,"5,320.70",613.09,0.06,809.28,0-10%,371.24,"7,358.00",0.58,Returning,Cash,Online,West-Alice
1062,17/11/2023,11,2023,23/11,Charlie,North,"55,871.12",28,Clothing,842.31,"23,584.68","2,168.91",0.08,"4,858.36",0-10%,"1,326.60","32,286.44",0.58,Returning,Cash,Retail,North-Charlie
1079,06/06/2023,6,2023,23/06,David,South,"57,609.26",34,Furniture,715.39,"24,323.26","1,993.40",0.15,"10,166.34",11-20%,"1,278.01","33,286.00",0.58,Returning,Credit Card,Online,South-David
1033,06/06/2023,6,2023,23/06,Alice,East,"8,213.38",32,Food,108.99,"3,487.68",351.60,0.27,"3,037.82",21-30%,242.61,"4,725.70",0.58,Returning,Credit Card,Retail,East-Alice
1025,30/12/2023,12,2023,23/12,David,West,"55,321.32",28,Electronics,845.27,"23,667.56","2,270.99",0.13,"8,266.40",11-20%,"1,425.72","31,653.76",0.57,New,Credit Card,Retail,West-David
1074,25/11/2023,11,2023,23/11,Eve,North,"84,470.14",42,Furniture,868.24,"36,466.08","2,611.94",0.23,"25,231.34",21-30%,"1,743.70","48,004.06",0.57,Returning,Cash,Online,North-Eve
1051,16/10/2023,10,2023,23/10,Alice,West,"28,665.52",43,Clothing,287.99,"12,383.57",666.64,0,0.00,0-10%,378.65,"16,281.95",0.57,Returning,Bank Transfer,Online,West-Alice
1090,03/06/2023,6,2023,23/06,Eve,North,"76,075.89",41,Furniture,802.92,"32,919.72","2,441.46",0.24,"24,023.97",21-30%,"1,638.54","43,156.17",0.57,New,Credit Card,Online,North-Eve
1096,10/06/2023,6,2023,23/06,Charlie,South,"3,472.56",6,Furniture,252.62,"1,515.72",742.00,0.22,979.44,21-30%,489.38,"1,956.84",0.56,New,Credit Card,Retail,South-Charlie
1099,07/06/2023,6,2023,23/06,Charlie,East,"51,132.49",31,Food,721.83,"22,376.73","2,259.50",0.27,"18,912.02",21-30%,"1,537.67","28,755.76",0.56,New,Cash,Retail,East-Charlie
1074,14/09/2023,9,2023,23/09,David,South,"11,482.09",29,Furniture,173.67,"5,036.43",565.62,0.3,"4,920.89",21-30%,391.95,"6,445.66",0.56,Returning,Cash,Online,South-David
1023,26/01/2023,1,2023,23/01,David,North,"60,377.27",36,Clothing,739.15,"26,609.40","2,329.37",0.28,"23,480.05",21-30%,"1,590.22","33,767.87",0.56,New,Credit Card,Retail,North-David
1071,26/06/2023,6,2023,23/06,David,North,"23,244.55",35,Clothing,295.82,"10,353.70",684.67,0.03,718.90,0-10%,388.85,"12,890.85",0.55,New,Credit Card,Online,North-David
1063,04/12/2023,12,2023,23/12,David,South,"29,180.03",14,Clothing,935.78,"13,100.92","2,605.36",0.2,"7,295.01",11-20%,"1,669.58","16,079.11",0.55,Returning,Credit Card,Retail,South-David
1099,01/06/2023,6,2023,23/06,Alice,South,"3,483.18",2,Electronics,785.83,"1,571.66","2,073.32",0.16,663.46,11-20%,"1,287.49","1,911.52",0.55,New,Cash,Retail,South-Alice
1089,19/10/2023,10,2023,23/10,Eve,West,"44,212.34",23,Food,867.97,"19,963.31","2,597.67",0.26,"15,534.07",21-30%,"1,729.70","24,249.03",0.55,Returning,Credit Card,Retail,West-Eve
1030,26/11/2023,11,2023,23/11,Alice,West,"68,153.33",39,Electronics,789.18,"30,778.02","2,299.37",0.24,"21,522.10",21-30%,"1,510.19","37,375.31",0.55,Returning,Bank Transfer,Retail,West-Alice
